DATE DE CLASSEMENT;DATE DE PUBLICATION DE L'ETABLISSEMENT;TYPOLOGIE ÉTABLISSEMENT;CLASSEMENT;CATÉGORIE;MENTION;NOM COMMERCIAL;ADRESSE;CODE POSTAL;COMMUNE;TÉLÉPHONE;COURRIEL;SITE INTERNET;TYPE DE SÉJOUR;CAPACITÉ D'ACCUEIL (PERSONNES);NOMBRE DE CHAMBRES;NOMBRE D'EMPLACEMENTS;NOMBRE D'UNITES D'HABITATION;NOMBRE DE LOGEMENTS
06/07/2012;06/07/2012;HÔTEL;2 étoiles;0;0;HÔTEL CRIDEN;65 BOULEVARD HEURTELOUP;37000;TOURS;247208114;hotel@criden-tours.com;http://www.criden-tours.com;0;81;33;0;0;0
06/07/2012;06/07/2012;HÔTEL;2 étoiles;0;0;HÔTEL DE ROSNY;19 - 21 rue Blaise Pascal;37000;TOURS;247052354;contact@hotelderosny.com;http://www.hotelderosny.com;0;48;24;0;0;0
06/07/2012;06/07/2012;HÔTEL;2 étoiles;0;0;HÔTEL MODERNE;1 à 3 Rue Victor Laloux;37000;TOURS;247053281;hotel.moderne37@wanadoo.fr;0;0;47;23;0;0;0
06/07/2012;06/07/2012;HÔTEL;3 étoiles;0;0;LE GRAND HÔTEL;9 place du Maréchal Leclerc;37000;TOURS;247053531;pmdebroglie@orange.fr;www.grandhoteltours.com;0;235;102;0;0;0
28/06/2012;28/06/2012;HÔTEL;2 étoiles;0;0;HÔTEL DU CYGNE;6 rue du cygne;37000;TOURS;247666641;contact@hotel-cygne-tours.com;http://www.hotel-cygne-tours.com;0;40;18;0;0;0
25/06/2012;25/06/2012;HÔTEL;4 étoiles;0;0;MERCURE TOURS CENTRE GARE;29 RUE EDOUARD VAILLANT;37000;TOURS;247604060;h3475-gm@accor.com;http://mercure.com;0;495;92;0;0;0
07/03/2012;07/03/2012;HÔTEL;4 étoiles;0;0;HOTEL L'UNIVERS;5 Boulevard heurteloup;37000;TOURS;247053712;llivecchi@oceaniahotels.com;http://oceaniahotels;0;668;85;0;0;0
18/01/2012;18/01/2012;HÔTEL;3 étoiles;0;0;IBIS TOURS CENTRE GARE;1 RUE MAURICE GENEST;37000;TOURS;247703535;h1431-gm@accor.com;http://www.ibishotel.com;0;288;139;0;0;0
13/01/2012;13/01/2012;HÔTEL;2 étoiles;0;0;HOTEL DE L'EUROPE;12 Place du Général Leclerc;37000;TOURS;247054207;hotel-europe-tours@wanadoo.fr;http://hotel-europe-tours.com;0;95;46;0;0;0
13/01/2012;13/01/2012;HÔTEL;1 étoile;0;0;HOTEL;27 rue edouard vaillant;37000;TOURS;892680922;h5023@accor.com;http://etaphotel.com;0;200;99;0;0;0
06/12/2011;06/12/2011;HÔTEL;2 étoiles;0;0;HÔTEL L'ADRESSE;12 rue de la Rôtisserie;37000;TOURS;247208576;contactladresse@aol.com;http://www.hotel-ladresse.com;0;32;17;0;0;0
27/09/2011;12/12/2011;HÔTEL;4 étoiles;0;0;HOLIDAY INN;15 RUE EDOUARD VAILLANT;37000;TOURS;247311212;gilles.augereau@alliance-hospitality.com;http://holidayinn.com/;0;687;105;0;0;0
21/12/2010;21/12/2010;HÔTEL;2 étoiles;0;0;HOTEL DES CHATEAUX DE LA LOIRE;12 RUE GAMBETTA;37000;TOURS;247051005;contact@hoteldeschateaux.fr;http://www.hoteldeschateaux.fr;0;55;30;0;0;0
29/09/2010;29/09/2010;HÔTEL;2 étoiles;0;0;HÔTEL RONSARD ;2 rue Pimbert ;37000;TOURS;247052536;contact@hotel-ronsard.com;http://www.hotel-ronsard.com;0;43;20;0;0;0
07/07/2010;13/07/2010;HÔTEL;2 étoiles;0;0;HÔTEL DU MANOIR;2 rue traversière;37000;TOURS;247053737;manoir37@orange.fr;http://site.voila.fr/hotel.manoir.tours;0;0;20;0;0;0
15/01/2013;15/01/2013;HÔTEL;2 étoiles;0;0;RESTOTEL;233 AVENUE ANDRé MAGINOT;37100;TOURS;247419797;tours.nord.direction@balladins.eu;www.balladins.com;0;86;38;0;0;0
04/01/2013;04/01/2013;HÔTEL;2 étoiles;0;0;CASTEL FLEURI;10, rue Groison;37100;TOURS;247545099;hotelcastelfleuri@orange.fr;www.castel-fleuri-tours.com;0;34;15;0;0;0
21/12/2012;21/12/2012;HÔTEL;2 étoiles;0;0;HÔTEL ITALIA;19 rue De Vildé;37100;TOURS;247544301;hotel.italia@wanadoo.fr;http://www.hotel-italia-tours.com/;0;38;18;0;0;0
20/12/2012;20/12/2012;HÔTEL;1 étoile;0;0;QUICK PALACE;9 rue Arthur Rimbaud;37100;TOURS;247880405;tours@quickpalace.com;www.quickpalace.com;0;136;55;0;0;0
20/08/2012;20/08/2012;HÔTEL;3 étoiles;0;0;COMFORT HÔTEL;1 boulevard du maréchal juin;37100;TOURS;247516444;comfort.tours@orange.fr;www.comforthoteltours.com;0;140;50;0;0;0
04/07/2012;04/07/2012;HÔTEL;4 étoiles;0;0;MERCURE TOURS NORD;11 rue de l'Aviation;37100;TOURS;247495500;H1572@accor.com;http://www.accorhotels.com/fr/hotel-1572-mercure-tours-nord/index.shtml;0;980;93;0;0;0
18/04/2012;23/04/2012;HÔTEL;2 étoiles;0;0;ETAP HOTEL TOURS NORD;7 rue de l'aviation;37100;TOURS;892680761;h2611-re@accor.com;http://etaphotel@accor.com;0;234;84;0;0;0
19/12/2011;27/12/2011;HÔTEL;3 étoiles;0;0;HOTEL IBIS;318 Bis Avenue Maginot  La Petite Arche;37100;TOURS;247543220;h0684@accor.com;http://www.ibishotel.com;0;232;60;0;0;0
11/07/2011;04/01/2012;HÔTEL;4 étoiles;0;0;CLARION HOTEL CHATEAU BELMONT;57 RUE GROISON;37100;TOURS;247466500;acceuil@chateaubelmont.com;http://www.chateaubelmont.com;0;42;21;0;0;0
12/03/2013;12/03/2013;HÔTEL;3 étoiles;0;0;LE PUITS DORÉ;24 place du marché;37120;RICHELIEU;247581602;direction@lepuitsdore.fr;http://www.lepuitsdore.fr;0;58;25;0;0;0
19/03/2012;23/03/2012;HÔTEL;3 étoiles;0;0;HOTEL DU RIVAU;CHATEAU DU RIVAU;37120;LEMERE;247557747;info@chateaudurivau.com;http://www.chateaudurivau.com;0;15;7;0;0;0
30/07/2012;30/07/2012;HÔTEL;4 étoiles;0;0;CHÂTEAU DE ROCHECOTTE;43 RUE DOROTHÉE DE DINO;37130;SAINT-PATRICE;247961616;chateau.rochecotte@wanadoo.fr;http://www.chateau-de-rochecotte.fr;0;150;37;0;0;0
20/07/2012;20/07/2012;HÔTEL;2 étoiles;0;0;AUBERGE DE LA BONDE;La Bonde, Route départementale 952;37130;SAINT-MICHEL-SUR-LOIRE ;247968313;aubergedelabonde@wanadoo.fr;http://www.aubergedelabonde.com;0;60;13;0;0;0
14/11/2012;14/11/2012;HÔTEL;2 étoiles;0;0;HÔTEL LE THOUARSAIS;10 place HUBLIN;37140;BOURGUEIL;247977205;bernard.caillault0919@orange.fr;http://www.hotel-le-thouarsais.fr/index.html;0;37;14;0;0;0
17/02/2011;17/02/2011;HÔTEL;1 étoile;0;0;ECU DE FRANCE;9 rue de Tours  ;37140;BOURGUEIL;247977018;ecu-de-france2@wanadoo.fr;0;0;16;7;0;0;0
03/06/2013;03/06/2013;HÔTEL;3 étoiles;0;0;LE CHEVAL BLANC;5 place Charles Bidault;37150;BLÉRÉ;247303014;aguinoiseau@lechevalblancblere.fr;www.lechevalblancblere.fr;0;19;8;0;0;0
20/07/2012;20/07/2012;HÔTEL;2 étoiles;0;0;LE RELAIS CHENONCEAUX;10 RUE DU DOCTEUR BRETONNEAU;37150;CHENONCEAUX;247239811;info@chenonceaux.com;http://www.chenonceaux.com;0;43;19;0;0;0
19/07/2012;19/07/2012;HÔTEL;3 étoiles;0;0;HÔTEL LA ROSERAIE;7 RUE DOCTEUR BRETONNEAU;37150;CHENONCEAUX;247239009;laroseraie-chenonceaux@orange.fr;http://www.hotel-chenonceau.com;0;45;19;0;0;0
25/06/2012;25/06/2012;HÔTEL;2 étoiles;0;0;HOSTELLERIE DU CHÂTEAU DE L'ISLE;1 RUE DE L'ECLUSE;37150;CIVRAY-DE-TOURAINE;247236360;chateaudelisle@orange.fr;http://chateau-de-lisle.com;0;32;12;0;0;0
31/05/2011;26/07/2011;HÔTEL;2 étoiles;0;0;HOSTEL DU ROY;90 rue du dr bretonneau;37150;CHENONCEAUX;247239017;hostelduroy@wanadoo.fr;http://www.hostelduroy.com;0;75;30;0;0;0
13/05/2011;18/05/2011;HÔTEL;1 étoile;0;0;HOTEL DU MAIL;12 rue du général de gaulle;37150;LUZILLE;247303298;hotel.du.mail.luzille@orange.fr;http://www.achat-touraine.com/hoteldumail;0;20;9;0;0;0
28/09/2010;28/09/2010;HÔTEL;4 étoiles;0;0;AUBERGE DU BON LABOUREUR;6, rue du Dr Bretonneau;37150;CHENONCEAUX;247239002;laboureur@wanadoo.fr;http://www.bonlaboureur.com;0;0;25;0;0;0
06/07/2012;06/07/2012;HÔTEL;2 étoiles;0;0;HÔTEL MODERNE;15 rue Descartes;37160;DESCARTES;247597211;hotel.moderne.fr@orange.fr;http://www.modernehotel.fr;0;24;11;0;0;0
06/07/2012;06/07/2012;HÔTEL;2 étoiles;0;0;HÔTEL STARS TOURS SUD;137 avenue du Grand Sud;37170;CHAMBRAY-LÈS-TOURS;247287474;stars-chambray-tours@jjwhotels.com;stars-chambray-tours@jjwhotels.com;0;128;62;0;0;0
04/04/2012;10/04/2012;HÔTEL;1 étoile;0;0;HOTEL PREMIERE CLASSE;36 RUE DE JOUé;37170;CHAMBRAY LES TOURS;247719599;tours.chambray@premiereclasse.fr;0;0;203;83;0;0;0
31/01/2012;02/02/2012;HÔTEL;3 étoiles;0;0;CAMPANILE HOTEL GRIL DE CHAMBRAY LES TOURS;38 RUE DE LA BERCHOTTIERE;37170;CHAMBRAY LES TOURS;247279500;tours.chambray@campanile.fr;http://campanile.com;0;106;53;0;0;0
13/01/2012;13/01/2012;HÔTEL;4 étoiles;0;0;NOVOTEL TOURS SUD;La Vrillonnerie RN 10 - rue Michaël Faraday;37170;CHAMBRAY LESTOURS;247801810;h0453-gm@accor.com;http://novotel.com;0;893;127;0;0;0
22/11/2011;22/11/2011;HÔTEL;3 étoiles;0;0;IBIS TOURS SUD;10 RUE MICKAEL FARADAY;37170;CHAMBRAY LES TOURS;247282528;H0643-GM@accor.com;http://ibishotel.com;0;170;79;0;0;0
18/11/2011;21/11/2011;HÔTEL;2 étoiles;0;0;HOTEL BALLADINS TOURS SUD;254 Avenue du Grand Sud - RN10;37170;CHAMBRAY LES TOURS;247289292;tours.sud@balladins.com;http://www.balladins.com;0;98;44;0;0;0
09/11/2011;03/01/2012;HÔTEL;3 étoiles;0;0;HOTEL KYRIAD;38 rue de la Berchottière;37170;CHAMBRAY LES TOURS;247481314;kyriad.tours-sud@orange.fr;http://www.kyriad.com;0;110;54;0;0;0
05/07/2012;05/07/2012;HÔTEL;3 étoiles;0;0;BEST WESTERN HÔTEL VAL DE LOIRE;50-52 RUE NATIONALE;37190;AZAY-LE-RIDEAU;247452829;hotelvaldeloire@orange.fr;http://www.bestwestern.fr/hotelvaldeloire;0;62;27;0;0;0
24/05/2012;25/06/2012;HÔTEL;3 étoiles;0;0;LE GRAND MONARQUE;3 PLACE DE LA RÉPUBLIQUE;37190;AZAY-LE-RIDEAU;247454008;reception@legrandmonarque.com;http://www.legrandmonarque.com;0;60;25;0;0;0
23/01/2012;24/01/2012;HÔTEL;2 étoiles;0;0;HOTEL DES CHATEAUX;2 route de VILLANDRY;37190;AZAY LE RIDEAU;247456800;info@hoteldeschateaux.com;http://www.hoteldeschateaux.com;0;57;27;0;0;0
27/04/2011;28/04/2011;HÔTEL;2 étoiles;0;0;HÔTEL DE BIENCOURT;7 rue Balzac;37190;AZAY-LE-RIDEAU (37);247452075;contact@hotelbiencourt.fr;http://www.hotelbiencourt.com;0;47;17;0;0;0
13/09/2010;14/09/2010;HÔTEL;2 étoiles;0;0;HOTEL RESTAURANT DES TROIS LYS;2 rue du Château;37190;AZAY LE RIDEAU;247454073;contact@rousseautraiteur.fr;http://www.traiteur-touraine.com;0;30;12;0;0;0
03/06/2013;03/06/2013;HÔTEL;2 étoiles;0;0;HÔTEL VAL DE LOIRE;33 boulevard Heurteloup;37200;TOURS;247053786;hotel.val.de.loire@club-internet.fr;http://hotel-chambre.hotelvaldeloire.fr/;0;32;14;0;0;0
20/12/2012;20/12/2012;HÔTEL;2 étoiles;0;0;HÔTEL MONDIAL;3 place de la résistance;37200;TOURS;247056268;info@hotelmondialtours.com;www.hotelmondialtours.com;0;50;20;0;0;0
14/11/2012;14/11/2012;HÔTEL;2 étoiles;0;0;HÔTEL BERTHELOT;8 rue Berthelot;37200;TOURS;247057195;hotelberthelot@wanadoo.fr;http://www.hotel-berthelot.fr/;0;20;10;0;0;0
06/05/2013;06/05/2013;HÔTEL;4 étoiles;0;0;ART HÔTEL;19 quai de la Loire;37210;ROCHECORBON;247222444;reservation@art-hotel-tours.com;www.art-hotel-tours.com;0;70;28;0;0;0
19/12/2012;19/12/2012;HÔTEL;2 étoiles;0;0;HÔTEL LES FONTAINES;6 quai de la Loire;37210;ROCHECORBON;247525286;hotellesfontaines@hotmail.fr;www.tours-online.com/lesfontaines;0;26;12;0;0;0
31/08/2012;31/08/2012;HÔTEL;1 étoile;0;0;HÔTEL F1 TOURS NORD;Avenue de l'Aviation;37210;PARÇAY-MESLAY;891705416;h2366-re@accor.com;http://www.hotelf1.com;0;223;80;0;0;0
20/08/2012;20/08/2012;HÔTEL;4 étoiles;0;0;LES HAUTES ROCHES;86 quai de la Loire;37210;ROCHECORBON;247528888;hautesroches@relaischateaux.com;www.leshautesroches.com;0;28;14;0;0;0
06/07/2012;06/07/2012;HÔTEL;1 étoile;0;0;FASTHOTEL;22 rue des ailes;37210;PARÇAY-MESLAY;247291920;tours-nord@fasthotel.com;http://wwwfasthotel-tours.com;0;99;48;0;0;0
23/05/2012;25/05/2012;HÔTEL;1 étoile;0;0;HOTEL PREMIERE CLASSE;1 RUE DES AILES;37210;PARCAY MESLAY;247400514;tours.parcay@premiereclasse.fr;http://premiereclasse.com;0;188;72;0;0;0
27/10/2010;27/10/2010;HÔTEL;4 étoiles;0;0;SARL CH CHATEAU DE NOIZAY;PROMENADE DE WAULSORT;37210;NOIZAY;247521101;noizay@relaischateaux.com;http://www.chateudenoizay.com;0;50;19;0;0;0
01/10/2012;01/10/2012;HÔTEL;2 étoiles;0;0;LE MANOIR HÔTEL;10 rue de beaumanoir;37230;FONDETTES;247420402;didier.deal@dbmail.com;http://www.le-manoir-hotel.fr;0;38;16;0;0;0
23/07/2012;23/07/2012;HÔTEL;4 étoiles;0;0;DOMAINE DE BEAUVOIS;Route de Cléré-les-Pins;37230;LUYNES;247555011;reservation.beauvois@grandesetapes.fr;beauvois.com;0;70;36;0;0;0
06/08/2012;06/08/2012;HÔTEL;5 étoiles;0;0;CHÂTEAU D'ARTIGNY;92 route de monts;37250;MONTBAZON;247343030;artigny@grandesetapes.fr;www.artigny.com;0;112;56;0;0;0
24/05/2011;24/05/2011;HÔTEL;4 étoiles;0;0;DOMAINE DE LA TORTINIERE;10 Route de Ballan;37250;VEIGNE;247343500;xavier.olivereau@wanadoo.fr;http://tortiniere.com;0;70;30;0;0;0
12/05/2011;17/05/2011;HÔTEL;2 étoiles;0;0;HOTEL PIC EPEICHE;2 ALLEE JOHN ROPPER;37250;MONTBAZON;247731971;contact@picepeiche.fr;http://www.picepeiche.fr;0;40;20;0;0;0
23/02/2011;24/02/2011;HÔTEL;2 étoiles;0;0;AUBERGE DE LA MAIRIE;PLACE MARCEL GAUMONT;37250;SORIGNY;247260723;contact@auberge-mairie.com;http://auberge-mairie.com;0;31;12;0;0;0
17/12/2010;25/01/2011;HÔTEL;3 étoiles;0;0;LE MOULIN FLEURI;Route du Ripault;37250;VEIGNE;247260112;lemoulinfleuri@wanadoo.fr;http://www.moulin-fleuri.com;0;25;10;0;0;0
22/01/2013;22/01/2013;HÔTEL;3 étoiles;0;0;CHATEAU HÔTEL LA BOURDAISIÈRE;25 RUE DE LA BOURDAISIERE;37270;MONTLOUIS-SUR-LOIRE;247451631;contact@chateaulabourdaisiere.com;http://www.chateulabourdaisiere.com;0;63;26;0;0;0
16/07/2012;16/07/2012;HÔTEL;2 étoiles;0;0;AUBERGE DE LA TREILLE;2 rue d'Amboise;37270;SAINT-MARTIN-LE-BEAU;247506717;auberge-de-la-treille@wanadoo.fr;http://www.auberge-de-la-treille.com;0;22;8;0;0;0
06/03/2012;06/03/2012;HÔTEL;2 étoiles;0;0;ACE MOTEL ATHEE;AIRE DU VAL DE CHER A85;37270;ATHE SUR CHER;247356259;athee@sighor.fr;0;0;75;30;0;0;0
03/08/2011;03/08/2011;HÔTEL;3 étoiles;0;0;AFITEL;2 MAIL LA PAPOTERIE;37270;CHAMBRAY LES TOURS ;247481717;afitel@orange.fr;http://www.hotel-afitel.com;0;80;50;0;0;0
06/08/2012;06/08/2012;HÔTEL;3 étoiles;0;0;RELAIS DE LA MOTHE;1 place du 11 novembre;37290;YZEURES-SUR-CREUSE;274914900;relaisdelamothe@gmail.com;http://relaisdelamothe.com;0;50;22;0;0;0
30/07/2012;30/07/2012;HÔTEL;3 étoiles;0;0;CHÂTEAU DE BEAULIEU;67 rue de Beaulieu;37300;JOUÉ-LÈS-TOURS;247532026;reservation@chateaudebeaulieu37.com;www.chateaudebeaulieu37.com;0;405;18;0;0;0
16/07/2012;16/07/2012;HÔTEL;3 étoiles;0;0;BRIT HOTEL CHÉOPS;75 BOULEVARD JEAN JAURèS;37300;JOUÉ-LÈS-TOURS;247677272;direction.cheops@brithotel.fr;http://tours.brithotel.fr;0;180;58;0;0;0
06/07/2012;06/07/2012;HÔTEL;3 étoiles;0;0;CAMPANILE JOUÉ-LÈS-TOURS;avenue du Lac, Boulevard des Bretonnières;37300;JOUÉ-LES-TOURS;247672489;manager.tours.joue@campanile.fr;http://www.campanile-tours-sud-joue-les-tours.fr/fr/index.aspx;0;102;51;0;0;0
04/04/2012;13/04/2012;HÔTEL;1 étoile;0;0;HOTEL PREMIERE CLASSE ;RUE GEORGES COURTELINE;37300;JOUE LES TOURS;247676717;manager.tours.joue@premiereclasse.fr;http://www.premiere-classe-tours-sud-joue-les-tours.fr/fr/index.aspx;0;160;70;0;0;0
12/03/2012;14/03/2012;HÔTEL;2 étoiles;0;0;HOTEL CHANTEPIE;6 rue poincare;37300;JOUE LES TOURS;247530609;hotel.chantepie@numericable.fr;http://www.hotelchantepie.com;0;52;26;0;0;0
22/11/2011;22/11/2011;HÔTEL;4 étoiles;0;0;HÔTEL MERCURE TOURS SUD;Allée André Malraux,  Parc des Bretonnières;37300;JOUÉ-LÉS-TOURS;247531616;mercure.tours.sud@wanadoo.fr;http://www.accorhotels.com/fr/hotel-1788-mercure-tours-sud/index.shtml;0;162;76;0;0;0
06/10/2011;02/11/2011;HÔTEL;3 étoiles;0;0;HOTEL ESCURIAL;4-8 RUE EDOUARD BRANLY;37300;JOUE LES TOURS;247536000;info@hotelescurial.com;http://www.hotelescurial.com;0;300;59;0;0;0
10/02/2011;11/03/2011;HÔTEL;2 étoiles;0;0;HÔTEL-RESTAURANT DU LAC;6 Avenue du Lac;37300;JOUE-LES-TOURS;247673787;grill-du-lac@wanadoo.fr;http://www.grilldulac.fr;0;49;21;0;0;0
07/01/2011;10/01/2011;HÔTEL;2 étoiles;0;0;SARL HÔTEL ARIANE;8 avenue du lac;37300;JOUÉ-LÈS-TOURS;247676760;hotel.ariane@wanadoo.fr;http://www.hotel-ariane.com;0;70;32;0;0;0
13/05/2013;13/05/2013;HÔTEL;2 étoiles;0;0;HÔTEL LOUISE DE LA VALLIÈRE;11 BOULEVARD DU 4 SEPTEMBRE;37330;CHÂTEAU-LA-VALLIÈRE;247240024;hotellouisedelavalliere@wanadoo.fr;hotellouisedelavalliere.fr;0;28;15;0;0;0
05/12/2010;18/01/2011;HÔTEL;3 étoiles;0;0;LA MERE HAMARD;2 rue du Petit Bercy;37360;SEMBLANÇAY;247566204;reservation@lamerehamard.com;http://www.lamerehamard.com;0;26;11;0;0;0
14/09/2012;14/09/2012;HÔTEL;2 étoiles;0;0;AUBERGE- HÔTEL DE LA BRENNE;19 rue de la République;37380;NEUILLÉ-LE-LIERRE;247529505;hotel.brenne@wanadoo.fr;www.auberge-brenne.com;0;12;5;0;0;0
28/06/2011;29/06/2011;HÔTEL;3 étoiles;0;0;CHATEAU DE L'AUBRIERE;11 ROUTE DE FONDETTES;37390;LA MEMBROLLE SUR CHOISILLE;247515035;aubriere@wanadoo.fr;http://www.aubriere.fr;0;27;12;0;0;0
03/06/2013;03/06/2013;HÔTEL;4 étoiles;0;0;HÔTEL LE CLOS D'AMBOISE;27 rue Rabelais;37400;AMBOISE;247301020;infos@leclosamboise.com;http://www.leclosamboise.com;0;42;19;0;0;0
10/09/2012;10/09/2012;HÔTEL;2 étoiles;0;0;HÔTEL LE FRANÇAIS;6 rue voltaire;37400;AMBOISE;247571138;le-francais.amboise@orange.fr;www.hotellefrancais.fr;0;20;10;0;0;0
30/07/2012;30/07/2012;HÔTEL;4 étoiles;0;0;HÔTEL CHOISEUL;36 quai Charles GUINOT;37400;AMBOISE;02.47.30.45.45;choisel@grandesetapes.fr;www.le-choiseul.com;0;66;30;0;0;0
04/07/2012;04/07/2012;HÔTEL;4 étoiles;0;0;BEST WESTERN HÔTEL LE VINCI LOIRE VALLEY;12 Avenue Emile Gounin;37400;AMBOISE;247571090;hotel-le-vinci@orange.fr;http://www.vinciloirevalley.com;0;52;26;0;0;0
30/04/2012;04/05/2012;HÔTEL;3 étoiles;0;0;DOMAINE DE L'ARBRELLE;523, rue de la Berthellerie;37400;AMBOISE;247575717;contact@arbrelle.com;http://www.arbrelle.com;0;50;21;0;0;0
24/02/2012;16/10/2012;HÔTEL;2 étoiles;0;0;HÔTEL CHAPTAL;13 rue chaptal;37400;AMBOISE;247571446;infos@hotel-chaptal-amboise.fr;http://www.hotel-chaptal-amboise.fr/;0;70;26;0;0;0
09/11/2011;09/11/2011;HÔTEL;4 étoiles;0;0;NOVOTEL AMBOISE ;17 RUE DES SABLONNIERES;37400;AMBOISE;247574207;novotel.amboise@wanadoo.fr;http://www.novotel.com/fr/hotel-0395-novotel-amboise/index.shtml;0;895;121;0;0;0
04/11/2011;04/11/2011;HÔTEL;2 étoiles;0;0;ETAP HOTEL  - SOCIETE LIGERIENNE D HOTELLERIE ECONOMIQUE;1 RUE DU CLOS BOURGET;37400;AMBOISE;892700368;h6561-RE@accor.com;http://www.etaphotel.com/fr/hotel-6561-etap-hotel-amboise/index.shtml;0;219;72;0;0;0
04/11/2011;04/11/2011;HÔTEL;3 étoiles;0;0;BERTOTEL-IBIS AMBOISE;ZI LA BOITARDIERE- CHEMIN DU ROY;37400;AMBOISE;247231023;h0908-gm@accor.com;http://www.ibishotel.com;0;426;70;0;0;0
21/10/2011;21/10/2011;HÔTEL;4 étoiles;0;0;LE MANOIR SAINT THOMAS;1 mail saint thomas;37400;AMBOISE;247232182;info@manoir-saint-thomas.com;http://www.manoir-saint-thomas.com;0;25;10;0;0;0
20/10/2011;20/10/2011;HÔTEL;2 étoiles;0;0;HOTEL RESTAURANT LA BRECHE;26 RUE JULES FERRY;37400;AMBOISE;247570079;info@labreche-amboise.com;http://www.labreche-amboise.com;0;39;13;0;0;0
31/05/2011;26/07/2011;HÔTEL;2 étoiles;0;0;HÔTEL LE BLASON;11 place richelieu;37400;AMBOISE;247232241;hotel@leblason.fr;http://www.leblason.fr;0;58;26;0;0;0
22/09/2010;22/09/2010;HÔTEL;4 étoiles;0;0;HOTEL LE MANOIR LES MINIMES;34 quai charles guinot;37400;AMBOISE;247304040;reservation@manoirlesminimes.com;http://www.manoirlesminimes.com;0;40;15;0;0;0
19/10/2012;19/10/2012;HÔTEL;2 étoiles;0;0;LE RELAIS DU VELORS;1 rue du Parc;37420;BEAUMONT-EN-VÉRON;247584053;bruno.flamin@orange.fr;0;0;17;8;0;0;0
06/07/2012;06/07/2012;HÔTEL;2 étoiles;0;0;LE CLOS D'USSÉ;7 rue principale;37420;RIGNY-USSÉ;247955547;contact@leclosdusse.fr;0;0;14;7;0;0;0
29/06/2012;29/06/2012;HÔTEL;3 étoiles;0;0;MANOIR DE LA GIRAUDIÈRE;15 RUE DE LA giraudière;37420;BEAUMONT-EN-VÉRON;247584036;giraudiere@hotels-france.com;http://www.giraudiere.com;0;59;24;0;0;0
01/10/2012;01/10/2012;HÔTEL;2 étoiles;0;0;LE LION D'OR;10 PLACE JEANNE D'ARC;37500;CHINON;247812020;ld3709@inter-hotel.com;leliondor-chinon.com;0;101;42;0;0;0
